 DWS  (NON TE Data )Revenues,Service,Operator,Date,FY Budget,YTD Budget,YTD Actual,Year,Month,Day
Orange Data,Local Loop ,Orange,2017/Sep/1,505452,505452,554916,2017,Sep,1
Vodafone Data,Local Loop ,Vodafone,2017/Sep/1,604430,604430,1595786,2017,Sep,1
NOL,Local Loop ,Etisalat,2017/Sep/1,254002,254002,495832,2017,Sep,1
EGY Net,Local Loop ,Etisalat,2017/Sep/1,462485,462485,365234,2017,Sep,1
Noor,Local Loop ,Others,2017/Sep/1,207245,207245,367512,2017,Sep,1
Yalla Misr,Local Loop ,Others,2017/Sep/1,58810,58810,1980,2017,Sep,1
ADSL ,,,2017/Sep/1,4045245,4045245,4387015,2017,Sep,1
Orange Data,ADSL ,Orange,2017/Sep/1,2266929,2266929,1916755,2017,Sep,1
Vodafone Data,ADSL ,Vodafone,2017/Sep/1,947281,947281,1418285,2017,Sep,1
NOL,ADSL ,Etisalat,2017/Sep/1,9481,9481,8010,2017,Sep,1
EGY Net,ADSL ,Etisalat,2017/Sep/1,693832,693832,912935,2017,Sep,1
Noor,ADSL ,Others,2017/Sep/1,112821,112821,119715,2017,Sep,1
Yalla Misr,ADSL ,Others,2017/Sep/1,14901,14901,11315,2017,Sep,1
Bit stream ,,,2017/Sep/1,6528378,6528378,17093998,2017,Sep,1
Orange Data,Bit stream ,Orange,2017/Sep/1,3501098,3501098,6842413,2017,Sep,1
Vodafone Data,Bit stream ,Vodafone,2017/Sep/1,1461984,1461984,5968538,2017,Sep,1
NOL,Bit stream ,Etisalat,2017/Sep/1,1900,1900,775,2017,Sep,1
EGY Net,Bit stream ,Etisalat,2017/Sep/1,1235792,1235792,3854190,2017,Sep,1
Noor,Bit stream ,Others,2017/Sep/1,323663,323663,420305,2017,Sep,1
Yalla Misr,Bit stream ,Others,2017/Sep/1,3941,3941,7777,2017,Sep,1
FTTs,,,2017/Sep/1,0,0,0,2017,Sep,1
Orange,FTTs,Orange,2017/Sep/1,0,0,0,2017,Sep,1
Vodafone,FTTs,Vodafone,2017/Sep/1,0,0,0,2017,Sep,1
Etisalat,FTTs,Etisalat,2017/Sep/1,0,0,0,2017,Sep,1
Fiber Access,,,2017/Sep/1,0,0,0,2017,Sep,1
Orange Data,Fiber Access,Orange,2017/Sep/1,0,0,0,2017,Sep,1
Vodafone Data,Fiber Access,Vodafone,2017/Sep/1,0,0,0,2017,Sep,1
NOL,Fiber Access,Etisalat,2017/Sep/1,0,0,0,2017,Sep,1
EGY Net,Fiber Access,Etisalat,2017/Sep/1,0,0,0,2017,Sep,1
Noor,Fiber Access,Others,2017/Sep/1,0,0,0,2017,Sep,1
INT'L OG Voice services,,,2017/Sep/1,37022874,37022874,31035517,2017,Sep,1
INT'L OG ,,,2017/Sep/1,37022874,37022874,31035517,2017,Sep,1
Orange,INT'L OG ,Orange,2017/Sep/1,12033588,12033588,12364986,2017,Sep,1
Vodafone,INT'L OG ,Vodafone,2017/Sep/1,24984230,24984230,18645849,2017,Sep,1
Etisalat,INT'L OG ,Etisalat,2017/Sep/1,5057,5057,24682,2017,Sep,1
FVNO ,,,2017/Sep/1,0,0,0,2017,Sep,1
Orange,FVNO ,Orange,2017/Sep/1,0,0,0,2017,Sep,1
Vodafone,FVNO ,Vodafone,2017/Sep/1,0,0,0,2017,Sep,1
Etisalat,FVNO ,Etisalat,2017/Sep/1,0,0,0,2017,Sep,1
ITFS,,,2017/Sep/1,0,0,0,2017,Sep,1
Orange,ITFS,Orange,2017/Sep/1,0,0,0,2017,Sep,1
Vodafone,ITFS,Vodafone,2017/Sep/1,0,0,0,2017,Sep,1
Etisalat,ITFS,Etisalat,2017/Sep/1,0,0,0,2017,Sep,1
Total  DWS Revenues ,,,2017/Oct/1,296294900,296294900,266674696,2017,Oct,1
 Infrastructure Revenues,,,2017/Oct/1,247809943,247809943,189917859,2017,Oct,1
 Transmission Revenues,,,2017/Oct/1,199716092,199716092,126231253,2017,Oct,1
MNO's Transmission,,,2017/Oct/1,98219740,98219740,96958355,2017,Oct,1
Orange,MNO's Transmission,Orange,2017/Oct/1,38925597,38925597,32287533,2017,Oct,1
Vodafone,MNO's Transmission,Vodafone,2017/Oct/1,47748118,47748118,55228798,2017,Oct,1
Etisalat,MNO's Transmission,Etisalat,2017/Oct/1,11546024,11546024,9442024,2017,Oct,1
TX IRU ,,,2017/Oct/1,75180140,75180140,0,2017,Oct,1
Orange,TX IRU ,Orange,2017/Oct/1,22800000,22800000,0,2017,Oct,1
Vodafone,TX IRU ,Vodafone,2017/Oct/1,25212000,25212000,0,2017,Oct,1
Etisalat,TX IRU ,Etisalat,2017/Oct/1,27168140,27168140,0,2017,Oct,1
ISP's Transmission ,,,2017/Oct/1,26316212,26316212,29272898,2017,Oct,1
Orange Data,ISP's Transmission ,Orange,2017/Oct/1,13483509,13483509,12851196,2017,Oct,1
Vodafone Data,ISP's Transmission ,Vodafone,2017/Oct/1,4444833,4444833,8258753,2017,Oct,1
NOL,ISP's Transmission ,Etisalat,2017/Oct/1,2722734,2722734,4832957,2017,Oct,1
EGY Net,ISP's Transmission ,Etisalat,2017/Oct/1,3744832,3744832,1059189,2017,Oct,1
Noor,ISP's Transmission ,Others,2017/Oct/1,1329363,1329363,2233539,2017,Oct,1
Yalla Misr,ISP's Transmission ,Others,2017/Oct/1,590940,590940,37265,2017,Oct,1
VSAT,ISP's Transmission ,Others,2017/Oct/1,0,0,0,2017,Oct,1
 Colocation  Revenues,,,2017/Oct/1,31659888,31659888,36125850,2017,Oct,1
MNO's Colocation,,,2017/Oct/1,25523864,25523864,27574707,2017,Oct,1
Orange,MNO's Colocation,Orange,2017/Oct/1,7501658,7501658,8745014,2017,Oct,1
Vodafone,MNO's Colocation,Vodafone,2017/Oct/1,10577129,10577129,12986846,2017,Oct,1
Etisalat,MNO's Colocation,Etisalat,2017/Oct/1,7445076,7445076,5842847,2017,Oct,1
ISP's Colocation,,,2017/Oct/1,6136025,6136025,8551143,2017,Oct,1
Orange Data,ISP's Colocation,Orange,2017/Oct/1,2703210,2703210,3635675,2017,Oct,1
Vodafone Data,ISP's Colocation,Vodafone,2017/Oct/1,1246652,1246652,2510020,2017,Oct,1
NOL,ISP's Colocation,Etisalat,2017/Oct/1,721072,721072,1100383,2017,Oct,1
EGY Net,ISP's Colocation,Etisalat,2017/Oct/1,931026,931026,651415,2017,Oct,1
Noor,ISP's Colocation,Others,2017/Oct/1,379919,379919,483154,2017,Oct,1
Yalla Misr,ISP's Colocation,Others,2017/Oct/1,154144,154144,77008,2017,Oct,1
International Services,,,2017/Oct/1,16433963,16433963,27560756,2017,Oct,1
IPT,,,2017/Oct/1,7638450,7638450,17950050,2017,Oct,1
Orange Data,IPT,Orange,2017/Oct/1,3809946,3809946,8554913,2017,Oct,1
Vodafone Data,IPT,Vodafone,2017/Oct/1,3828504,3828504,9395138,2017,Oct,1
NOL,IPT,Etisalat,2017/Oct/1,0,0,0,2017,Oct,1
EGY Net,IPT,Etisalat,2017/Oct/1,0,0,0,2017,Oct,1
Noor,IPT,Others,2017/Oct/1,0,0,0,2017,Oct,1
Yalla Misr,IPT,Others,2017/Oct/1,0,0,0,2017,Oct,1
IPLCs ,,,2017/Oct/1,8795513,8795513,9610706,2017,Oct,1
Orange Data,IPLCs ,Orange,2017/Oct/1,2194470,2194470,3059248,2017,Oct,1
Vodafone Data,IPLCs ,Vodafone,2017/Oct/1,4982846,4982846,4002333,2017,Oct,1
NOL,IPLCs ,Etisalat,2017/Oct/1,1253056,1253056,1440873,2017,Oct,1
Etisalat,IPLCs ,Etisalat,2017/Oct/1,142510,142510,739422,2017,Oct,1
Mena,IPLCs ,Others,2017/Oct/1,222630,222630,368829,2017,Oct,1
Others,IPLCs ,Others,2017/Oct/1,0,0,0,2017,Oct,1
 Access Service,,,2017/Oct/1,12644092,12644092,23474924,2017,Oct,1
Local Loop ,,,2017/Oct/1,2056853,2056853,1893471,2017,Oct,1
Orange Data,Local Loop ,Orange,2017/Oct/1,496860,496860,409291,2017,Oct,1
Vodafone Data,Local Loop ,Vodafone,2017/Oct/1,594155,594155,706412,2017,Oct,1
NOL,Local Loop ,Etisalat,2017/Oct/1,249684,249684,263609,2017,Oct,1
EGY Net,Local Loop ,Etisalat,2017/Oct/1,454622,454622,262548,2017,Oct,1
Noor,Local Loop ,Others,2017/Oct/1,203722,203722,245901,2017,Oct,1
Yalla Misr,Local Loop ,Others,2017/Oct/1,57811,57811,5710,2017,Oct,1
ADSL ,,,2017/Oct/1,3970408,3970408,4280092,2017,Oct,1
Orange Data,ADSL ,Orange,2017/Oct/1,2224991,2224991,2398536,2017,Oct,1
Vodafone Data,ADSL ,Vodafone,2017/Oct/1,929757,929757,1002276,2017,Oct,1
NOL,ADSL ,Etisalat,2017/Oct/1,9305,9305,10031,2017,Oct,1
EGY Net,ADSL ,Etisalat,2017/Oct/1,680996,680996,734112,2017,Oct,1
Noor,ADSL ,Others,2017/Oct/1,110734,110734,119371,2017,Oct,1
Yalla Misr,ADSL ,Others,2017/Oct/1,14625,14625,15766,2017,Oct,1
Bit stream ,,,2017/Oct/1,6616832,6616832,17301361,2017,Oct,1
Orange Data,Bit stream ,Orange,2017/Oct/1,3548535,3548535,6925417,2017,Oct,1
Vodafone Data,Bit stream ,Vodafone,2017/Oct/1,1481792,1481792,6040941,2017,Oct,1
NOL,Bit stream ,Etisalat,2017/Oct/1,1926,1926,784,2017,Oct,1
EGY Net,Bit stream ,Etisalat,2017/Oct/1,1252536,1252536,3900944,2017,Oct,1
Noor,Bit stream ,Others,2017/Oct/1,328048,328048,425404,2017,Oct,1
Yalla Misr,Bit stream ,Others,2017/Oct/1,3994,3994,7871,2017,Oct,1
FTTs,,,2017/Oct/1,0,0,0,2017,Oct,1
Orange,FTTs,Orange,2017/Oct/1,0,0,0,2017,Oct,1
Vodafone,FTTs,Vodafone,2017/Oct/1,0,0,0,2017,Oct,1
Etisalat,FTTs,Etisalat,2017/Oct/1,0,0,0,2017,Oct,1
Fiber Access,,,2017/Oct/1,0,0,0,2017,Oct,1
Orange Data,Fiber Access,Orange,2017/Oct/1,0,0,0,2017,Oct,1
Vodafone Data,Fiber Access,Vodafone,2017/Oct/1,0,0,0,2017,Oct,1
NOL,Fiber Access,Etisalat,2017/Oct/1,0,0,0,2017,Oct,1
EGY Net,Fiber Access,Etisalat,2017/Oct/1,0,0,0,2017,Oct,1
Noor,Fiber Access,Others,2017/Oct/1,0,0,0,2017,Oct,1
INT'L OG Voice services,,,2017/Oct/1,35840865,35840865,53281912,2017,Oct,1
INT'L OG ,,,2017/Oct/1,35840865,35840865,53281912,2017,Oct,1
Orange,INT'L OG ,Orange,2017/Oct/1,11884231,11884231,15653744,2017,Oct,1
Vodafone,INT'L OG ,Vodafone,2017/Oct/1,23891583,23891583,37627134,2017,Oct,1
Etisalat,INT'L OG ,Etisalat,2017/Oct/1,65051,65051,1034,2017,Oct,1
FVNO ,,,2017/Oct/1,0,0,0,2017,Oct,1
Orange,FVNO ,Orange,2017/Oct/1,0,0,0,2017,Oct,1
Vodafone,FVNO ,Vodafone,2017/Oct/1,0,0,0,2017,Oct,1
Etisalat,FVNO ,Etisalat,2017/Oct/1,0,0,0,2017,Oct,1
ITFS,,,2017/Oct/1,0,0,0,2017,Oct,1
Orange,ITFS,Orange,2017/Oct/1,0,0,0,2017,Oct,1
Vodafone,ITFS,Vodafone,2017/Oct/1,0,0,0,2017,Oct,1
Etisalat,ITFS,Etisalat,2017/Oct/1,0,0,0,2017,Oct,1
Total  DWS Revenues ,,,2017/Nov/1,223135591,223135591,337637800,2017,Nov,1
 Infrastructure Revenues,,,2017/Nov/1,175063846,175063846,270254912,2017,Nov,1
 Transmission Revenues,,,2017/Nov/1,126402165,126402165,203594718,2017,Nov,1
MNO's Transmission,,,2017/Nov/1,99822791,99822791,91160003,2017,Nov,1
Orange,MNO's Transmission,Orange,2017/Nov/1,39576504,39576504,27423219,2017,Nov,1
Vodafone,MNO's Transmission,Vodafone,2017/Nov/1,48490291,48490291,54350721,2017,Nov,1
Etisalat,MNO's Transmission,Etisalat,2017/Nov/1,11755996,11755996,9386063,2017,Nov,1
TX IRU ,,,2017/Nov/1,0,0,82080000,2017,Nov,1
Orange,TX IRU ,Orange,2017/Nov/1,0,0,82080000,2017,Nov,1
Vodafone,TX IRU ,Vodafone,2017/Nov/1,0,0,0,2017,Nov,1
Etisalat,TX IRU ,Etisalat,2017/Nov/1,0,0,0,2017,Nov,1
ISP's Transmission ,,,2017/Nov/1,26579374,26579374,30354715,2017,Nov,1
Orange Data,ISP's Transmission ,Orange,2017/Nov/1,13618344,13618344,13326128,2017,Nov,1
Vodafone Data,ISP's Transmission ,Vodafone,2017/Nov/1,4489282,4489282,8563965,2017,Nov,1
NOL,ISP's Transmission ,Etisalat,2017/Nov/1,2749961,2749961,5011565,2017,Nov,1
EGY Net,ISP's Transmission ,Etisalat,2017/Nov/1,3782280,3782280,1098333,2017,Nov,1
Noor,ISP's Transmission ,Others,2017/Nov/1,1342657,1342657,2316082,2017,Nov,1
Yalla Misr,ISP's Transmission ,Others,2017/Nov/1,596849,596849,38642,2017,Nov,1
VSAT,ISP's Transmission ,Others,2017/Nov/1,0,0,0,2017,Nov,1
 Colocation  Revenues,,,2017/Nov/1,32009998,32009998,39981501,2017,Nov,1
MNO's Colocation,,,2017/Nov/1,25935606,25935606,24507385,2017,Nov,1
Orange,MNO's Colocation,Orange,2017/Nov/1,7624379,7624379,5521231,2017,Nov,1
Vodafone,MNO's Colocation,Vodafone,2017/Nov/1,10744245,10744245,13002125,2017,Nov,1
Etisalat,MNO's Colocation,Etisalat,2017/Nov/1,7566981,7566981,5984030,2017,Nov,1
ISP's Colocation,,,2017/Nov/1,6074393,6074393,15474115,2017,Nov,1
Orange Data,ISP's Colocation,Orange,2017/Nov/1,2676058,2676058,6611639,2017,Nov,1
Vodafone Data,ISP's Colocation,Vodafone,2017/Nov/1,1234131,1234131,4564584,2017,Nov,1
NOL,ISP's Colocation,Etisalat,2017/Nov/1,713830,713830,2001097,2017,Nov,1
EGY Net,ISP's Colocation,Etisalat,2017/Nov/1,921675,921675,1184628,2017,Nov,1
Noor,ISP's Colocation,Others,2017/Nov/1,376103,376103,878637,2017,Nov,1
Yalla Misr,ISP's Colocation,Others,2017/Nov/1,152596,152596,140042,2017,Nov,1
International Services,,,2017/Nov/1,16651683,16651683,26678693,2017,Nov,1
IPT,,,2017/Nov/1,7651063,7651063,17950050,2017,Nov,1
Orange Data,IPT,Orange,2017/Nov/1,3816237,3816237,8560250,2017,Nov,1
Vodafone Data,IPT,Vodafone,2017/Nov/1,3834826,3834826,9389800,2017,Nov,1
NOL,IPT,Etisalat,2017/Nov/1,0,0,0,2017,Nov,1
EGY Net,IPT,Etisalat,2017/Nov/1,0,0,0,2017,Nov,1
Noor,IPT,Others,2017/Nov/1,0,0,0,2017,Nov,1
Yalla Misr,IPT,Others,2017/Nov/1,0,0,0,2017,Nov,1
IPLCs ,,,2017/Nov/1,9000621,9000621,8728643,2017,Nov,1
Orange Data,IPLCs ,Orange,2017/Nov/1,2245644,2245644,2778473,2017,Nov,1
Vodafone Data,IPLCs ,Vodafone,2017/Nov/1,5099044,5099044,3635002,2017,Nov,1
NOL,IPLCs ,Etisalat,2017/Nov/1,1282277,1282277,1308631,2017,Nov,1
Etisalat,IPLCs ,Etisalat,2017/Nov/1,145834,145834,671559,2017,Nov,1
Mena,IPLCs ,Others,2017/Nov/1,227822,227822,334978,2017,Nov,1
Others,IPLCs ,Others,2017/Nov/1,0,0,0,2017,Nov,1
 Access Service,,,2017/Nov/1,12625543,12625543,25874681,2017,Nov,1
Local Loop ,,,2017/Nov/1,2021886,2021886,1976452,2017,Nov,1
Orange Data,Local Loop ,Orange,2017/Nov/1,488413,488413,427228,2017,Nov,1
Vodafone Data,Local Loop ,Vodafone,2017/Nov/1,584054,584054,737370,2017,Nov,1
NOL,Local Loop ,Etisalat,2017/Nov/1,245439,245439,275162,2017,Nov,1
EGY Net,Local Loop ,Etisalat,2017/Nov/1,446894,446894,274054,2017,Nov,1
Noor,Local Loop ,Others,2017/Nov/1,200258,200258,256678,2017,Nov,1
Yalla Misr,Local Loop ,Others,2017/Nov/1,56828,56828,5960,2017,Nov,1
ADSL ,,,2017/Nov/1,3896955,3896955,4127110,2017,Nov,1
Orange Data,ADSL ,Orange,2017/Nov/1,2183829,2183829,2312806,2017,Nov,1
Vodafone Data,ADSL ,Vodafone,2017/Nov/1,912556,912556,966452,2017,Nov,1
NOL,ADSL ,Etisalat,2017/Nov/1,9133,9133,9673,2017,Nov,1
EGY Net,ADSL ,Etisalat,2017/Nov/1,668398,668398,707873,2017,Nov,1
Noor,ADSL ,Others,2017/Nov/1,108685,108685,115104,2017,Nov,1
Yalla Misr,ADSL ,Others,2017/Nov/1,14354,14354,15202,2017,Nov,1
Bit stream ,,,2017/Nov/1,6706701,6706701,19771119,2017,Nov,1
Orange Data,Bit stream ,Orange,2017/Nov/1,3596731,3596731,7914015,2017,Nov,1
Vodafone Data,Bit stream ,Vodafone,2017/Nov/1,1501918,1501918,6903281,2017,Nov,1
NOL,Bit stream ,Etisalat,2017/Nov/1,1952,1952,896,2017,Nov,1
EGY Net,Bit stream ,Etisalat,2017/Nov/1,1269548,1269548,4457801,2017,Nov,1
Noor,Bit stream ,Others,2017/Nov/1,332504,332504,486130,2017,Nov,1
Yalla Misr,Bit stream ,Others,2017/Nov/1,4049,4049,8995,2017,Nov,1
FTTs,,,2017/Nov/1,0,0,0,2017,Nov,1
Orange,FTTs,Orange,2017/Nov/1,0,0,0,2017,Nov,1
Vodafone,FTTs,Vodafone,2017/Nov/1,0,0,0,2017,Nov,1
Etisalat,FTTs,Etisalat,2017/Nov/1,0,0,0,2017,Nov,1
Fiber Access,,,2017/Nov/1,0,0,0,2017,Nov,1
Orange Data,Fiber Access,Orange,2017/Nov/1,0,0,0,2017,Nov,1
Vodafone Data,Fiber Access,Vodafone,2017/Nov/1,0,0,0,2017,Nov,1
NOL,Fiber Access,Etisalat,2017/Nov/1,0,0,0,2017,Nov,1
EGY Net,Fiber Access,Etisalat,2017/Nov/1,0,0,0,2017,Nov,1
Noor,Fiber Access,Others,2017/Nov/1,0,0,0,2017,Nov,1
INT'L OG Voice services,,,2017/Nov/1,35446202,35446202,41508207,2017,Nov,1
INT'L OG ,,,2017/Nov/1,35446202,35446202,41508207,2017,Nov,1
Orange,INT'L OG ,Orange,2017/Nov/1,11780609,11780609,14899595,2017,Nov,1
Vodafone,INT'L OG ,Vodafone,2017/Nov/1,23595084,23595084,26608377,2017,Nov,1
Etisalat,INT'L OG ,Etisalat,2017/Nov/1,70509,70509,235,2017,Nov,1
FVNO ,,,2017/Nov/1,0,0,0,2017,Nov,1
Orange,FVNO ,Orange,2017/Nov/1,0,0,0,2017,Nov,1
Vodafone,FVNO ,Vodafone,2017/Nov/1,0,0,0,2017,Nov,1
Etisalat,FVNO ,Etisalat,2017/Nov/1,0,0,0,2017,Nov,1
ITFS,,,2017/Nov/1,0,0,132712817,2017,Nov,1
Orange,ITFS,Orange,2017/Nov/1,0,0,0,2017,Nov,1
Vodafone,ITFS,Vodafone,2017/Nov/1,0,0,0,2017,Nov,1
Etisalat,ITFS,Etisalat,2017/Nov/1,0,0,0,2017,Nov,1
Total  DWS Revenues ,,,2017/Dec/1,289269124,289269124,250384761,2017,Dec,1
 Infrastructure Revenues,,,2017/Dec/1,177858200,177858200,134757484,2017,Dec,1
 Transmission Revenues,,,2017/Dec/1,128277858,128277858,110955723,2017,Dec,1
MNO's Transmission,,,2017/Dec/1,101448982,101448982,89610057,2017,Dec,1
Orange,MNO's Transmission,Orange,2017/Dec/1,40236807,40236807,27418852,2017,Dec,1
Vodafone,MNO's Transmission,Vodafone,2017/Dec/1,49243176,49243176,55275674,2017,Dec,1
Etisalat,MNO's Transmission,Etisalat,2017/Dec/1,11968999,11968999,6915531,2017,Dec,1
TX IRU ,,,2017/Dec/1,0,0,-8112683,2017,Dec,1
Orange,TX IRU ,Orange,2017/Dec/1,0,0,0,2017,Dec,1
Vodafone,TX IRU ,Vodafone,2017/Dec/1,0,0,0,2017,Dec,1
Etisalat,TX IRU ,Etisalat,2017/Dec/1,0,0,-8112683,2017,Dec,1
ISP's Transmission ,,,2017/Dec/1,26828876,26828876,29458349,2017,Dec,1
Orange Data,ISP's Transmission ,Orange,2017/Dec/1,13746181,13746181,12932611,2017,Dec,1
Vodafone Data,ISP's Transmission ,Vodafone,2017/Dec/1,4531423,4531423,8311074,2017,Dec,1
NOL,ISP's Transmission ,Etisalat,2017/Dec/1,2775775,2775775,4863575,2017,Dec,1
EGY Net,ISP's Transmission ,Etisalat,2017/Dec/1,3817784,3817784,1065899,2017,Dec,1
Noor,ISP's Transmission ,Others,2017/Dec/1,1355261,1355261,2247689,2017,Dec,1
Yalla Misr,ISP's Transmission ,Others,2017/Dec/1,602452,602452,37501,2017,Dec,1
VSAT,ISP's Transmission ,Others,2017/Dec/1,0,0,0,2017,Dec,1
 Colocation  Revenues,,,2017/Dec/1,32366791,32366791,-3834787,2017,Dec,1
MNO's Colocation,,,2017/Dec/1,26353291,26353291,2564699,2017,Dec,1
Orange,MNO's Colocation,Orange,2017/Dec/1,7748872,7748872,4424528,2017,Dec,1
Vodafone,MNO's Colocation,Vodafone,2017/Dec/1,10913773,10913773,-7911996,2017,Dec,1
Etisalat,MNO's Colocation,Etisalat,2017/Dec/1,7690645,7690645,6052167,2017,Dec,1
ISP's Colocation,,,2017/Dec/1,6013500,6013500,-6399487,2017,Dec,1
Orange Data,ISP's Colocation,Orange,2017/Dec/1,2649232,2649232,-2084869,2017,Dec,1
Vodafone Data,ISP's Colocation,Vodafone,2017/Dec/1,1221759,1221759,-1439365,2017,Dec,1
NOL,ISP's Colocation,Etisalat,2017/Dec/1,706674,706674,-631012,2017,Dec,1
EGY Net,ISP's Colocation,Etisalat,2017/Dec/1,912435,912435,-373552,2017,Dec,1
Noor,ISP's Colocation,Others,2017/Dec/1,372333,372333,-277063,2017,Dec,1
Yalla Misr,ISP's Colocation,Others,2017/Dec/1,151066,151066,-44160,2017,Dec,1
International Services,,,2017/Dec/1,17213551,17213551,27636549,2017,Dec,1
IPT,,,2017/Dec/1,7663700,7663700,18520656,2017,Dec,1
Orange Data,IPT,Orange,2017/Dec/1,3822540,3822540,8574800,2017,Dec,1
Vodafone Data,IPT,Vodafone,2017/Dec/1,3841160,3841160,9945856,2017,Dec,1
NOL,IPT,Etisalat,2017/Dec/1,0,0,0,2017,Dec,1
EGY Net,IPT,Etisalat,2017/Dec/1,0,0,0,2017,Dec,1
Noor,IPT,Others,2017/Dec/1,0,0,0,2017,Dec,1
Yalla Misr,IPT,Others,2017/Dec/1,0,0,0,2017,Dec,1
IPLCs ,,,2017/Dec/1,9549851,9549851,9115893,2017,Dec,1
Orange Data,IPLCs ,Orange,2017/Dec/1,2382676,2382676,2901741,2017,Dec,1
Vodafone Data,IPLCs ,Vodafone,2017/Dec/1,5410195,5410195,3796270,2017,Dec,1
NOL,IPLCs ,Etisalat,2017/Dec/1,1360523,1360523,1366689,2017,Dec,1
Etisalat,IPLCs ,Etisalat,2017/Dec/1,154733,154733,701353,2017,Dec,1
Mena,IPLCs ,Others,2017/Dec/1,241724,241724,349840,2017,Dec,1
Others,IPLCs ,Others,2017/Dec/1,0,0,0,2017,Dec,1
 Access Service,,,2017/Dec/1,76110384,76110384,28584431,2017,Dec,1
Local Loop ,,,2017/Dec/1,1987514,1987514,3762625,2017,Dec,1
Orange Data,Local Loop ,Orange,2017/Dec/1,480110,480110,813325,2017,Dec,1
Vodafone Data,Local Loop ,Vodafone,2017/Dec/1,574125,574125,1403751,2017,Dec,1
NOL,Local Loop ,Etisalat,2017/Dec/1,241267,241267,523833,2017,Dec,1
EGY Net,Local Loop ,Etisalat,2017/Dec/1,439297,439297,521724,2017,Dec,1
Noor,Local Loop ,Others,2017/Dec/1,196854,196854,488645,2017,Dec,1
Yalla Misr,Local Loop ,Others,2017/Dec/1,55862,55862,11347,2017,Dec,1
ADSL ,,,2017/Dec/1,3824861,3824861,4081889,2017,Dec,1
Orange Data,ADSL ,Orange,2017/Dec/1,2143428,2143428,2287464,2017,Dec,1
Vodafone Data,ADSL ,Vodafone,2017/Dec/1,895674,895674,955862,2017,Dec,1
NOL,ADSL ,Etisalat,2017/Dec/1,8964,8964,9567,2017,Dec,1
EGY Net,ADSL ,Etisalat,2017/Dec/1,656032,656032,700117,2017,Dec,1
Noor,ADSL ,Others,2017/Dec/1,106675,106675,113843,2017,Dec,1
Yalla Misr,ADSL ,Others,2017/Dec/1,14089,14089,15036,2017,Dec,1
Bit stream ,,,2017/Dec/1,8798009,8798009,20739917,2017,Dec,1
Orange Data,Bit stream ,Orange,2017/Dec/1,4718276,4718276,8301807,2017,Dec,1
Vodafone Data,Bit stream ,Vodafone,2017/Dec/1,1970251,1970251,7241547,2017,Dec,1
NOL,Bit stream ,Etisalat,2017/Dec/1,2561,2561,940,2017,Dec,1
EGY Net,Bit stream ,Etisalat,2017/Dec/1,1665423,1665423,4676237,2017,Dec,1
Noor,Bit stream ,Others,2017/Dec/1,436186,436186,509950,2017,Dec,1
Yalla Misr,Bit stream ,Others,2017/Dec/1,5311,5311,9436,2017,Dec,1
FTTs,,,2017/Dec/1,61500000,61500000,0,2017,Dec,1
Orange,FTTs,Orange,2017/Dec/1,23923625,23923625,0,2017,Dec,1
Vodafone,FTTs,Vodafone,2017/Dec/1,20875764,20875764,0,2017,Dec,1
Etisalat,FTTs,Etisalat,2017/Dec/1,16700611,16700611,0,2017,Dec,1
Fiber Access,,,2017/Dec/1,0,0,0,2017,Dec,1
Orange Data,Fiber Access,Orange,2017/Dec/1,0,0,0,2017,Dec,1
Vodafone Data,Fiber Access,Vodafone,2017/Dec/1,0,0,0,2017,Dec,1
NOL,Fiber Access,Etisalat,2017/Dec/1,0,0,0,2017,Dec,1
EGY Net,Fiber Access,Etisalat,2017/Dec/1,0,0,0,2017,Dec,1
Noor,Fiber Access,Others,2017/Dec/1,0,0,0,2017,Dec,1
INT'L OG Voice services,,,2017/Dec/1,35300540,35300540,87042846,2017,Dec,1
INT'L OG ,,,2017/Dec/1,35300540,35300540,87042846,2017,Dec,1
Orange,INT'L OG ,Orange,2017/Dec/1,11881621,11881621,63299132,2017,Dec,1
Vodafone,INT'L OG ,Vodafone,2017/Dec/1,23345523,23345523,23743566,2017,Dec,1
Etisalat,INT'L OG ,Etisalat,2017/Dec/1,73396,73396,148,2017,Dec,1
FVNO ,,,2017/Dec/1,0,0,0,2017,Dec,1
Orange,FVNO ,Orange,2017/Dec/1,0,0,0,2017,Dec,1
Vodafone,FVNO ,Vodafone,2017/Dec/1,0,0,0,2017,Dec,1
Etisalat,FVNO ,Etisalat,2017/Dec/1,0,0,0,2017,Dec,1
ITFS,,,2017/Dec/1,0,0,0,2017,Dec,1
Orange,ITFS,Orange,2017/Dec/1,0,0,0,2017,Dec,1
Vodafone,ITFS,Vodafone,2017/Dec/1,0,0,0,2017,Dec,1
Etisalat,ITFS,Etisalat,2017/Dec/1,0,0,0,2017,Dec,1
Total  DWS Revenues ,,,2018/Jan/1,249834597,249834597,251146789,2018,Jan,1
 Infrastructure Revenues,,,2018/Jan/1,184173957,184173957,183334876,2018,Jan,1
 Transmission Revenues,,,2018/Jan/1,115656358,115656358,119847144,2018,Jan,1
MNO's Transmission,,,2018/Jan/1,84655153,84655153,87647861,2018,Jan,1
Orange,MNO's Transmission,Orange,2018/Jan/1,33143213,33143213,26089677,2018,Jan,1
Vodafone,MNO's Transmission,Vodafone,2018/Jan/1,43480574,43480574,51554010,2018,Jan,1
